,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Text_ID,Dominant_Topic_ID
1469,1469,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","If you faced the wrath of prison life, join us. We are stronger together. He“
And Back",document #: 1469,topic #: 5.0
1470,1470,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Goals! Congrats to these two!,document #: 1470,topic #: 5.0
1471,1471,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The community of 2nd Amendment supporters, guns lovers & patriots",document #: 1471,topic #: 5.0
1472,1472,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The second seIf-defense class—Joih the event, bring
your friends, feel safe with us!!! Self—defense classes with —",document #: 1472,topic #: 5.0
1473,1473,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Imelme Umana has been elected president of the Harvard Law Review. She
will be the first Black woman to hold the position.

Our congratulations to young Queen!",document #: 1473,topic #: 5.0
1474,1474,5.0,0.1931000053882599,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","US. ARMY LIFTS BAN ON DREADLOCKS.

After the critics complained about the Army‘s unfair burden on black women‘s

hair, the US. Army again lifted the ban on dreadlocks that was instated in
April 2014.

The ban faced an instant backlash from black women so the Army unbanned
braids and twists amidst the criticism.

Some of the female soldiers used harsh Chemicals to keep their hair straight.
Moreover, every eight weeks it cost them to $80. Thus, the ban on dreadlocks
caused a lot of unnecessary stress.

The ban on loos, which was part of Army Regulation 670-1, remained until
January 2017. The new rules offered female soldiers another hairstyle option.
Now the rules allow dreadlocks and looks but only if they are less than a half-
inch wide.

Well, it took months for the Army to recognize that black women have
different hair texture.",document #: 1474,topic #: 5.0
1475,1475,5.0,0.1923999935388565,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the event, bring your friends, feel safe with us!
Don't miss the opportunity to train outdoors!
It's free! Organized on a donation basis. Free SeIf-defense class in Orlando,

F'—",document #: 1475,topic #: 5.0
1476,1476,5.0,0.19290000200271606,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Turning bureaucracy against themselves.

We have suffered a 40pc unemployment rate from layers of federal regulation
applied only to tribal lands, but it hasn’t stop Fort Berthold from becoming
one of the state's most productive regions. Currently a coalition of Native
Americans appointed by to guide country’s Indian policy is researching
proposals to make energy development easier on tribal lands - including the
idea of transferring them to private ownership. This way, big corporations
finally won’t be allowed to rob and destroy our lands. We are strong not only
by our unparalleled unity, but also by our ability to see the bigger picture.",document #: 1476,topic #: 5.0
1477,1477,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Why can't they make real movie for once at least!,document #: 1477,topic #: 5.0
1478,1478,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The first self—defense Class — Join the event, bring your
friends, feel safe with us!!! SeIf-defense classes—",document #: 1478,topic #: 5.0
1479,1479,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",What part of Mexico do you come from?,document #: 1479,topic #: 5.0
1480,1480,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The first self—defense Class—Join the event, bring your

friends, feel safe with us!!! SeIf-defense classes—",document #: 1480,topic #: 5.0
1481,1481,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","How can we be illegal on our own land? The United States unfairly took from
Mexico what is now the Southwest of the country in the Treaty of Guadalupe
Hidalgo that ended the Mexican-U.S. War. The ceded territory included what
is now Texas, New Mexico, Arizona and California, and parts of Colorado,
Nevada and Utah. This greater area represents the point of parting of the
Aztec migrations.",document #: 1481,topic #: 5.0
1482,1482,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Bibles, guns and disease...",document #: 1482,topic #: 5.0
1483,1483,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The first self—defense Class—Join the event, bring your
friends, feel safe with us!!! SeIf-defense classes —",document #: 1483,topic #: 5.0
1484,1484,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",What your books won't tell you,document #: 1484,topic #: 5.0
1485,1485,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Today legendary performer Nina Simone would have been 84 years old.,document #: 1485,topic #: 5.0
1486,1486,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Black and Brown unite!,document #: 1486,topic #: 5.0
1487,1487,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Do you like zoot suit style?,document #: 1487,topic #: 5.0
1488,1488,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Africa was never poor, white people came there and took everything,
including people!",document #: 1488,topic #: 5.0
1489,1489,5.0,0.19269999861717224,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","DNA Evidence Proves That The First People In China Were Black: Scientist
Li Hui proved 100,000 years ago humans began migrating through South
Southeast Asia into China from Africa. Testing showed 65 branches of
Chinese all carry similar DNA mutations as the people of Southeast Asia.
Scientist Jin Li said, “we did not see even one single individual that could be
considered as a descendant of the h?mo erectus in China, rather, everybody
was a descendant of our ancestors from Africa.”",document #: 1489,topic #: 5.0
1490,1490,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","When ballet dancers can mix modern dance and ballet. When ballet dancers
can mix modern dance and ballet.",document #: 1490,topic #: 5.0
1491,1491,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Supporting and developing bIk-owned Businesses is the key to raising our
community! Black4Black",document #: 1491,topic #: 5.0
1492,1492,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Power of the music.,document #: 1492,topic #: 5.0
1493,1493,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Join our fight to save Southern Heritage! God bless Dixie!,document #: 1493,topic #: 5.0
1494,1494,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Join us in our fight to save Southern Heritage! God bless Dixie!,document #: 1494,topic #: 5.0
1495,1495,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Supporting and developing bIk-owned Businesses is the key to raising our
community! Black4Black",document #: 1495,topic #: 5.0
1496,1496,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","repost—

The powerful statement.",document #: 1496,topic #: 5.0
1497,1497,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",IT HAS TO GO VIRAL!,document #: 1497,topic #: 5.0
1498,1498,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The world needs to acknowledge Black Holocaust. #StayWoke
#BrotherForBorther #SissterForSister #StayTogether",document #: 1498,topic #: 5.0
1499,1499,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Protect the 2nd. Without it, you won't have any others! Join! Defend The 2nd",document #: 1499,topic #: 5.0
1500,1500,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","And how can we ever forget The G.O.A.T. for saving this man's life.
""You are my brother, and I want to help you,"" Ali said to the man.

#PanAfricanism #BlackNationalism #BlackEmpowerment
#AfricanEmpowermeht #AfricanAndProud #BlaCkAndProud #BlackPride
#BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack
#UnapologeticallyAfrican #BlacklhAmerica #BIackIsBeautiful #KnowThySelf
#KnowledgeOfSelf #KnowledgeOfSelflsANationality
#EconomicEmpowerment #IhtegrationFailed #WhiteLiesMatter #Education
#AfricanUnification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack
#Regrann #blackexcellence #goals",document #: 1500,topic #: 5.0
1501,1501,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The darker the berry, the sweeter the juice. Like if you agree!",document #: 1501,topic #: 5.0
1502,1502,5.0,0.1923999935388565,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the event, bring your friends, feel safe with us!

Don't miss the opportunity to train with our coach in —
—vou will enjoy it for

It's free! Organized on a donation basis. Free SeIf—Defense class in Tampa, F",document #: 1502,topic #: 5.0
1503,1503,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","#BlackHistoryMonth
Did you know that? Write in comment!",document #: 1503,topic #: 5.0
1504,1504,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Looks like melanin is some magic philosopher's stone that allows Black
people live forever and stay beautiful forever!",document #: 1504,topic #: 5.0
1505,1505,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","This group is basically to bring together all who have faced the wrath of prison
life. He“ And Back",document #: 1505,topic #: 5.0
1506,1506,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Pick one or two,document #: 1506,topic #: 5.0
1507,1507,3.0,0.9912999868392944,"melanin blackpride blackout america blackscience, blackpride blackout america blackscience education, blackout america blackscience education diversity, blackcommunity melanin blackpride blackout america, blackexcellence blackperfection blackbeauty blackbusiness africanamerican, blackbusiness africanamerican blackcommunity melanin blackpride, blackbeauty blackbusiness africanamerican blackcommunity melanin, africanamerican blackcommunity melanin blackpride blackout, blackperfection blackbeauty blackbusiness africanamerican blackcommunity, blackperfeotion blackbeauty blackbusiness africanamerioan blackoommunity","Leon Moss, 12, is Atlanta resident. His mother discovered Leon’s talent when
he was 9-year-old. She began to take him to local museums such as the
Apex, the Sights and Sounds Black Cultural Museum and the Fernbank
Museum of Natural History.

To improve Leon’s skills of painting he began to attend art Classes of R.
Gregory Christies. Non-profit organization the Southwest Atlanta Youth
Business Organization (SWAYBO) also helped Leon in many ways.
According to blacknews.com, the organization gave him lessons of “poise
and presentation, public speaking, sales and marketing at marketplaces and
how to perform basic accounting formulas. With SWAYBO, Leon has met
judges, successful business owners and other pillars of the Black

community.”
Now Moss makes illustrations and sells the copies of his works. The first book

with his illustrations is As Big As God.

That’s what we call the support of family and the community! Good luck,
Leon! We should believe in ourselves just like Leon’s mother believed in him.
Our roots are strong; just imagine how strong you can be if only you grow with
your roots!

#blackexcellence #blackperfection #blackbeauty #blackbusiness
#africanamerioan #blackcommunity #melanin #blackpride #blackout #america
#usa #blackscience #education #diversity #leonmoss #art #blackart",document #: 1507,topic #: 3.0
1508,1508,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Happy Valentine's day! Let us be grateful to people who make us happy.,document #: 1508,topic #: 5.0
1509,1509,5.0,0.19269999861717224,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We're proud to announce an initiative focused on providing free legal
education to empower our people and strengthen our community.
We urge our City to continue to support and defend our immigrant
communities and their families. Immigrants and refugees are an integral part
of our economy, our cultural and social life, and our future. Join the Legal

Night meeting at _on March 4. Legal Night at
_Free legal help for immigrants",document #: 1509,topic #: 5.0
1510,1510,5.0,0.19249999523162842,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We're proud to announce an initiative focused on providing free legal
education to empower our people and strengthen our community.

We believe that having these legal workshops on a monthly basis will prove to
be beneficial in a tangible way for our community

Meet you at—Charlotte, NC Legal Night at-",document #: 1510,topic #: 5.0
1511,1511,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","It's a very strong photo. Powerful and sad at the same time. This Queen
managed to stay alive and beautiful despite what happened to her. She's
really an example to everyone. GUYS, LET'S MAKE HER VIRAL!",document #: 1511,topic #: 5.0
1512,1512,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Don't let anything stop you! Yuo body can be weak, but your mind has to be
strong!",document #: 1512,topic #: 5.0
1513,1513,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Mictlantecuhtli, the Aztec god of death",document #: 1513,topic #: 5.0
1514,1514,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","This video may bring tears to your eyes. Make it go viral. We need this unity
in our communities.",document #: 1514,topic #: 5.0
1515,1515,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the event, bring your friends, feel safe with us!
It's free! Organized on a donation basis. Free SeIf-defense class in NY -",document #: 1515,topic #: 5.0
1516,1516,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","They said our lips were too big and unattractive. Whoever said that was
wrong and stupid. People are going under a knife to have lips like ours.",document #: 1516,topic #: 5.0
1517,1517,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Educate your Children on black culture and appropriation. #Blackisonfleek,document #: 1517,topic #: 5.0
1518,1518,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Keep fighting for our motherland!,document #: 1518,topic #: 5.0
1519,1519,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Stop using this word for god's sake,document #: 1519,topic #: 5.0
1520,1520,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",And she was gorgeous. Never forget,document #: 1520,topic #: 5.0
1521,1521,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Straight up,document #: 1521,topic #: 5.0
1522,1522,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","The first self—defense Class —Join the event, bring your

friends, feel safe with us!!! SeIf-defense classes—",document #: 1522,topic #: 5.0
1523,1523,5.0,0.19269999861717224,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We're proud to announce an initiative focused on providing free legal
education to empower our people and strengthen our community.
We urge our City to continue to support and defend our immigrant
communities and their families. Immigrants and refugees are an integral part
of our economy, our cultural and social life, and our future. Join the Legal

Night meeting at—on March 4. Legal Night at
_Free legal help for immigrants",document #: 1523,topic #: 5.0
1524,1524,3.0,0.9921000003814697,"melanin blackpride blackout america blackscience, blackpride blackout america blackscience education, blackout america blackscience education diversity, blackcommunity melanin blackpride blackout america, blackexcellence blackperfection blackbeauty blackbusiness africanamerican, blackbusiness africanamerican blackcommunity melanin blackpride, blackbeauty blackbusiness africanamerican blackcommunity melanin, africanamerican blackcommunity melanin blackpride blackout, blackperfection blackbeauty blackbusiness africanamerican blackcommunity, blackperfeotion blackbeauty blackbusiness africanamerioan blackoommunity","Drum and Spear Bookstore in Washington DC was opened by veteran
members of the Student Nonviolent Coordinating Committee (SNCC) in
summer of 1968. The shop was selling the books of black writers. The next
year the owners of Drum and Spear launched its own publishing company.
One of co-founders said “We don’t define profit in terms of money. The profit
is the patronage of the community, which allows the store to seIf-support.”
Drum and Spear was aimed to show people the true black culture and history,
something beyond the American school program. It's reflected in the name of
the shop: the drum is for “communications within the diaspora,” and the
spear symbolizes “whatever else might be necessary for the liberation of the
people.”

The best-sellers of early 70s in this shop were such books as the
Autobiography of Malcolm X and Eldridge Cleaver’s Soul on Ice.

This bookstore inspired people around the country to open similar bookstores.
Drum and Spear and many other stores were not only the shops, but a ""free
spaces"" for thinking black people where folks could meet and discuss the vital
issues. Let's not forget our legacy! We need this drum and we need this spear

today, in 2017.

#blackexcellence #blackperfection #blackbeauty #blackbusiness
#africanamerican #blackcommunity #melanin #blackpride #blackout #america
#usa #blackscience #education #diversity #drumandspear #blackpower",document #: 1524,topic #: 3.0
1525,1525,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Supporting and developing bIk-owned Businesses is the key to raising our
community! Black4Black",document #: 1525,topic #: 5.0
1526,1526,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the event, bring your friends, feel safe with us!
It's free! Organized on a donation basis. Free SeIf-defense class in NY-",document #: 1526,topic #: 5.0
1527,1527,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Native art is so pure,document #: 1527,topic #: 5.0
1528,1528,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Join our fight to save Southern Heritage! God bless Dixie!,document #: 1528,topic #: 5.0
