,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Text_ID,Dominant_Topic_ID
809,809,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Unless payer 2 is top screen, then exceptions are made.",document #: 809,topic #: 5.0
810,810,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","No sleep, grades are struggling, flat broke, stressed to the max. Homesick,
just done adulting. That's basically everything you feel after your first year of
college.",document #: 810,topic #: 5.0
811,811,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","It’s time to wake up and break our chains! Together we will find our way to
freedom.",document #: 811,topic #: 5.0
812,812,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",This page is dedicated to protection against illegal immigrants!,document #: 812,topic #: 5.0
813,813,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","GOD I LOVE NOT HEARING ANYONE TALK ABOUT THEIR JOB OR LIFE
OR FEELINGS",document #: 813,topic #: 5.0
814,814,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",we need to talk,document #: 814,topic #: 5.0
815,815,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Come and march with us on 16 April. Stand with Baltimore. Let‘s make
Change! Freddie Gray Anniversary March",document #: 815,topic #: 5.0
816,816,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","As long as he has candy, I'd be fine with it",document #: 816,topic #: 5.0
817,817,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",It ain't easy being Cheesy,document #: 817,topic #: 5.0
818,818,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Join our rally against police terror together with California's Universities! -,document #: 818,topic #: 5.0
819,819,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",When you're getting roasted in a group Chat,document #: 819,topic #: 5.0
820,820,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","It’s time for THE PEOPLE to stand for Constitutional rights! Join the
American Crusade! American Crusade - Ga",document #: 820,topic #: 5.0
821,821,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Stand for the people not the Government! Join the rally in Atlanta this Sunday!
American Crusade - Ga",document #: 821,topic #: 5.0
822,822,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News Teapartypat",document #: 822,topic #: 5.0
823,823,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We are proud to be black and stand for our community! Join to end the racism
in the US.",document #: 823,topic #: 5.0
824,824,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join our Rally on .Free the patriots, stand for liberty and our rights!",document #: 824,topic #: 5.0
825,825,8.0,0.9667999744415283,"rally loving memory aiyana jones, memory aiyana jones mark sixth, aiyana jones mark sixth anniversary, anniversary anniversary aiyana jones death, jones mark sixth anniversary anniversary, loving memory aiyana jones mark, mark sixth anniversary anniversary aiyana, sixth anniversary anniversary aiyana jones, navy seal robert neill fatally, national mall organizers million march","A rally in loving memory of Aiyana Jones

May 16 marked the sixth anniversary of the brutal slaying of 7-year-old Aiyana
Stanley-Jones by Detroit Police Officer Joe Weekley. She was shot by the
cop while she slept on a couch during a botched raid. The killer is still
employed by the Detroit Police Department. He was Charged with involuntary
manslaughter and two lesser Charges in her death, but the case was dropped

in January 2015.

Justice hasn’t been served for Aiyana and her grieving family.

We’re planning a peaceful rally in front of the Coleman A. Young Municipal
Center on May 21 to honor the memory of Aiyana and other victims of police
violence and demand demilitarization of police. We should draw as much
attention as possible to the lack ofjustice for the families of those who lost
their beloved ones at the hands of the police.

Invite everyone you know and join us on May 21.
We should stand up for the better future of our kids! The 6th Anniversary Of
The Aiyana Jones’ Death",document #: 825,topic #: 8.0
826,826,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",That would turn me on.,document #: 826,topic #: 5.0
827,827,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Information is your strongest weapon. Know the truth and stand against the
racism in US.",document #: 827,topic #: 5.0
828,828,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Join Us! Support The Police!,document #: 828,topic #: 5.0
829,829,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Stop federal overreach! Stand for the patriots in a protest rally in Atlanta, GA!

—",document #: 829,topic #: 5.0
830,830,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","When you're not even at McDonald's because you don't have a girlfriend.
You're just at home eating Cheez its out of your belly button. When a Cheez it
falls out.... Don't",document #: 830,topic #: 5.0
831,831,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Show up, fight racism and take a stand for equality.

Monday, May 2 at 4 PM at Erie County Holding Center Justice For India: Not
1 More!",document #: 831,topic #: 5.0
832,832,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We are proud to be black and stand for our community! Join to end the racism
in the US.",document #: 832,topic #: 5.0
833,833,5.0,0.1932000070810318,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","CHICAGO MAN SPENT1O YEARS IN PRISON ON DRUG CHARGES
BECAUSE COPS LIED UNDER OATH ABOUT THE CASE.

Jermaine Walker was arrested and sent to prison after the police officers and
a state’s attorney investigator had LIED UNDER OATH. They said that there
was no surveillance camera in the alley where they arrested him, even though
it was and Walker said that! It’s another prove that if you are black in this
country, you are never safe. You can be arrested killed or imprison |itera|y for
the color of your skin.

Walker’s attorney said that Walker can obtain up to $170,000 for the time he
spent in prison, but is it a good price for the 10 years of his life?!

These bastards ruined this man’s life and proved once again that there is not
justice in this country!",document #: 833,topic #: 5.0
834,834,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Abused
Killed
Overworked
Overpoliced
Underappreciated
Undervalued. ...
...Tell and seek the truth.",document #: 834,topic #: 5.0
835,835,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News ( @tea Teapartypat",document #: 835,topic #: 5.0
836,836,5.0,0.19290000200271606,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","THIS IS WHAT RUBY ROSE THINKS OF GIRLS WHO TELL HER THEY'VE
'TURNED THEM GAY'

Ruby Rose has recently shared her opinion on the people saying that she
“turned them gay”. She gets hundreds of flirty messages every day and she
laughs at the idea that Changes someone’s sexuality.

Roby Rose thinks that it’s not possible to Change someone’s sexuality
because it’s something you’re born with and it’s not Changeable.

I agree with her! Unfortunately, bigots like to say that homosexuality is a
Choice, so it can be “cured”. Just like Ben Carson thinks that you’re Choosing

to be gay and the prison is the proof of that. These ideas lead to thousands of
broken lives.

Why is it so hard to accept the fact that we were born this way?!",document #: 836,topic #: 5.0
837,837,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",When you fart hella loud and u new,document #: 837,topic #: 5.0
838,838,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Welcome to the City of memes - Memopolis.,document #: 838,topic #: 5.0
839,839,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Well it had me at the sleep part,document #: 839,topic #: 5.0
840,840,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join the Crusade against Federal tyranny! Protect the Constitution! _

Atlanta—",document #: 840,topic #: 5.0
841,841,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Accurate asf,document #: 841,topic #: 5.0
842,842,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Such a loss!

Will Smith , a former Saints star, was shot and killed in New Orleans. Will’s
wife was wounded during the incident too, but she is alive. It was a road rage
accident and the suspect was arrested and Charged with the second-degree
murder. Smith’s tragic death shocked his former colleagues, friends, and
family.

#SaintSmith

R.|.P brother!",document #: 842,topic #: 5.0
843,843,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Stop federal overreach! Stand for the patriots in a protest rally in Atlanta, GA!
American Crusade - Ga",document #: 843,topic #: 5.0
844,844,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Show up, fight racism and take a stand for equality.
Monday, May 2 at 4 PM at Erie County Holding Center Justice For India: Not
1 More!",document #: 844,topic #: 5.0
845,845,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",You are not the only one to despise immigration. Join our community!,document #: 845,topic #: 5.0
846,846,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Take care of our vets, not illegals. Like to join!",document #: 846,topic #: 5.0
847,847,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join us at Erie Center! We need your support! Justice for India Cummings!
India Cummings. SayHerName",document #: 847,topic #: 5.0
848,848,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",What a savage,document #: 848,topic #: 5.0
849,849,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Tbh I believe in you,document #: 849,topic #: 5.0
850,850,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",The nation without borders is not a nation at all. Like to join!,document #: 850,topic #: 5.0
851,851,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Sunday Bunday,document #: 851,topic #: 5.0
852,852,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",kill meow,document #: 852,topic #: 5.0
853,853,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",What's a mehmeh,document #: 853,topic #: 5.0
854,854,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Close the borders until it's too late.
Like to join!",document #: 854,topic #: 5.0
855,855,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",But that ain't none of my business,document #: 855,topic #: 5.0
856,856,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",The nation without borders is not a nation at all. Like to join!,document #: 856,topic #: 5.0
857,857,5.0,0.1923000067472458,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","TAG YOUR PHOTOS WITH #TXagainst Send us the reason why don't you
want illegals in Texas.
Comments, photos, and videos are welcomed!",document #: 857,topic #: 5.0
858,858,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","It’s time to wake up and break our chains! Together we will find our way to
freedom.",document #: 858,topic #: 5.0
859,859,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Information is your strongest weapon. Know the truth and stand against the
racism in US.",document #: 859,topic #: 5.0
860,860,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","When you have a dream that you sucked at being a quarterback and wake up
and realize that you still suck at being a quarterback",document #: 860,topic #: 5.0
861,861,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",RIP,document #: 861,topic #: 5.0
862,862,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",What did you do to my drink?,document #: 862,topic #: 5.0
863,863,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Join our Rally on 'Free the patriots, stand for liberty and our rights!",document #: 863,topic #: 5.0
864,864,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","It’s time to wake up and break our Chains! Together we will find our way to
freedom.",document #: 864,topic #: 5.0
865,865,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",looks like snoop dog,document #: 865,topic #: 5.0
866,866,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We are proud to be black and stand for our community! Join to end the racism
in the US.",document #: 866,topic #: 5.0
867,867,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Every voice counts! Join us and stop police brutality! April 21 Student Day of
Action to #StopPoliceTerror",document #: 867,topic #: 5.0
868,868,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We are proud to be black and stand for our community! Join to end the racism
in the US.",document #: 868,topic #: 5.0
869,869,5.0,0.19259999692440033,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Do you support Trump? Wanna #MakeAmericaGreatAgain? Wanna see your
kid on our account? Take pictures, make videos, send them to us via DM or
tag #KIDS4TRUMP and we'll make a patriotic team of young Trump
supporters here! I'm sure it'll be great!

It would be nice if you tell us why your kid supports Donald Trump and what
are his or her thoughts about #Election52016. Let's have some fun! Don't stay
aside! Tea Party News Teapartypat",document #: 869,topic #: 5.0
870,870,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Stawp stawp,document #: 870,topic #: 5.0
871,871,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","If you want to save America, you're a part of us.
Like to join!",document #: 871,topic #: 5.0
872,872,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Welcome to America!,document #: 872,topic #: 5.0
873,873,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","We are proud to be black and stand for our community! Join to end the racism
in the US.",document #: 873,topic #: 5.0
874,874,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https","Close the borders until it's too late.
Like to join!",document #: 874,topic #: 5.0
875,875,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",Me IRL,document #: 875,topic #: 5.0
876,876,5.0,0.19220000505447388,"follow https twitter williams kalvih, facebook follow https twitter williams, https facebook follow https twitter, https facebook follow https instagram, kalvin follow https twitter williams, https instagram williams kalvin follow, follow https instagram williams kalvin, facebook follow https instagram williams, follow https twitter williams kalvin, instagram williams kalvin follow https",There is the Chair where I put everything.,document #: 876,topic #: 5.0
